WRMD_ID,Accession_no,Admission_date,Species,Org,Location,Lat,Long,Disp,Disp_date,Age,Clinical presentation/syndrome category,Reasons for admission,Condition,Diagnosis,Notes
752890,17-976,10/1/2017 11:59,Wild Turkey or Turkey,Sonoma County Wildlife Rescue,6220 Roblar Rd Petaluma CA,38.325621,-122.790568,Euthanized in 24hr,10/1/2017,Adult,Skin disease,Falling over,"**head**: Eyes squinty, looks like probable dry pox all over head, have not yet started to block eyes or nasal passages, head skin looks mottled and discolored // **integument**: Lice, feathers in OK condition, some look like they're missing and some are tattered, does not look like an attack though // **hindlimb**: L foot looks like R toe might be fx, very swollen, entire foot also swollen but not as bad // ",,
809931,17-5175,10/2/2017 12:22,Great Horned Owl,Wildlife Center of Silicon Valley,Great Oaks and Via Del Oro San Josec CA,37.232931,-121.779771,Euthanized in 24hr,10/2/2017,Adult,"Gastrointestinal disease, physical injury",,"**head**: lesions in mouth, choana is covered in what appears to be trich?  // **forelimb**: open spiral fx of right humerus  // **comments**: AK typed for LK // ",,
794945,17-2925,10/4/2017 10:26,Northern Band-tailed Pigeon or Band-tailed Pigeon,WildCare,1 Vista Dr Kentfield CA,37.959927,-122.538657,Euthanized in 24hr,10/4/2017,Adult,"Gastrointestinal disease, respiratory disease","just sitting there for a few days, won't fly away","**head**: airway and throat occluded with food, trich starting at back of oral cavity; patient in respiratory distress // ",trich,
795612,17-5196,10/5/2017 12:55,Rock Pigeon,Wildlife Center of Silicon Valley,3425 Vittoria Place San Jose CA,37.280704,-121.853398,Euthanized in 24hr,10/5/2017,Juvenile,"Gastrointestinal disease, physical injury",cat caught,"**head**: Trich ++++ // **gastrointestinal**: runny foul smelling mutes passed during exam  // **integument**: flat flies ++++, lice ++++ // **body**: thin body condition // **forelimb**: open fx to right carpels  // ",,
785941,17-2032,9/27/2017 13:51,Eurasian Collared-dove or Collared Dove,Pacific Wildlife Care,794 S. Halcyon Arroyo Grande CA,35.105457,-120.591623,Euthanized in 24hr,9/27/2017,Adult,Neurologic disease,,"**head**: post-mortem crop swab NSF // **cns**: unresponsive, torticollis // **comments**: poor prognosis, carcass saved for CDFW // ",,
823058,17-365,9/26/2017 14:27,Rock Pigeon,The Living Desert,74063 Kopelli Circle Palm Desert CA,33.775561,-116.373949,Euthanized in 24hr,9/26/2017,Adult,"Neurologic disease, physical injury","Fracture: L wing, Neurologic","**cns**: head tilt and twitch to the right side, head upside down at times, unable to stand or walk // **forelimb**: L wing fracture // **comments**: Submitted for testing // ",,
777347,17-4720,9/26/2017 13:56,Rock Pigeon,Wildlife Care Association of Sacramento,Arutas Rd close Don Julio North Highlands CA,38.699968,-121.369446,Pending,,Adult,Neurologic disease,Appears sick or injured,**cns**: A little weak. Able to use legs but not standing.  // ,Neurological disease: weakness,
815659,17-5103,9/24/2017 15:53,Rock Pigeon,Wildlife Center of Silicon Valley,Guadalupe Park San Jose CA,37.343308,-121.903438,Euthanized in 24hr,9/24/2017,Adult,Neurologic disease,has cut in back,"**cns**: Head twitch; mentation seems off, possible head trauma. Spun in circles on Triage floor when testing balance and walking ability // **cardiopulmonary**: nsf // **gastrointestinal**: nsf // **musculoskeletal**: nsf // **integument**: nsf // **body**: Thin; Large scabbed over laceration to back // **forelimb**: nsf // **hindlimb**: Not using left foot, left hallux folded under and has no pain response // ",,
745453,17-2817,9/23/2017 14:32,Rock Pigeon,WildCare,350 Burrows Street San francisco CA,37.728221,-122.406939,Euthanized +24hr,10/2/2017,Adult,Neurologic disease,not flying,"**head**: head has ""puffy"" appearance, ENT clear, mouth slightly tacky but mm pink // **cns**: ataxia // **gastrointestinal**: watery feces // **musculoskeletal**: no palpable fractures // **body**: thin // **hindlimb**: bottoms of feet dirty  // **comments**: suspect sarco/PMV - give 24-48hours for improvement, poor prognosis // ",+/- sarco/PMV ,
791042,17-3617,9/27/2017 14:29,Mourning Dove or American Mourning Dove,California Wildlife Center,975 N Michillinda Pasadena CA,34.1629,-118.068295,Pending,,Juvenile,"Neurologic disease, physical injury",can't stand,"**cns**: Unable to stand, flips on back // **gastrointestinal**: green feces caked around vent // **forelimb**: L wing swollen at elbow, wing does not fully extend, open wound under side of wing proximal // **hindlimb**: L leg swollen at TMT // ",,
790556,17-4865,9/26/2017 15:22,Mourning Dove or American Mourning Dove,Lindsay Wildlife,1200 Morello Park Drive Martinez CA,38.00152,-122.098307,Euthanized in 24hr,9/26/2017,Juvenile,Neurologic disease,"Fell out of a tree in a parking lot, found lying on the ground. Tried to fly but fell back to the ground. ","**cns**: neuro, after an hour or two from intake began seizing - ended exam here // ",,
790057,17-3591,9/25/2017 14:03,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,1845 s. Wooster st.  Los Angeles CA,34.044838,-118.384709,Died in 24hr,9/26/2017,Juvenile,Neurologic disease,"Limping yesterday, Today down and not moving ",**cns**: unable to stand // ,,
740330,17-3584,9/24/2017 15:56,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,15328 albers st. Sherman Oaks CA,34.169811,-118.4672,Pending,,Juvenile,Neurologic disease,two back legs weren't working,"**integument**: Urine on both HL // **hindlimb**: R HL tucked under body, does not try to place in natural position. L HL weakness, difficulty propelling forward. // ",Neuro,
817077,17-3583,9/24/2017 14:17,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,22210 Victory Blvd Woodland Hills CA,34.186176,-118.610989,Pending,,Juvenile,Neurologic disease,"R Hind leg paresis, couldn't climb trees","**hindlimb**: HL weakness, L>R. L leg sticks out behind body, unable to place in natural position // ",Neuro,
788795,17-3571,9/23/2017 11:41,Bryant's Fox Squirrel or Delmarva Fox Squirrel or Eastern Fox Squirrel or Fox Squirrel,California Wildlife Center,13236 Alta Vista Way Sylmar CA,34.311513,-118.403285,Pending,,Juvenile,Neurologic disease,ran up to rescuer and climbed his leg ,"**head**: Nystagmus, fast twitch to the L. Foaming at mouth // **cns**: Laterally recumbent // **integument**: Fur contamination //  No crepitus felt, difficult to feel small bones. FL weakness, not standing // **hindlimb**: HL weakness, not standing // ",,
704015,17-2122,9/27/2017 12:25,Common Murre or Guillemot,Native Animal Rescue,Santa Cruz Main Beach Santa Cruz CA,36.963327,-122.018906,Pending,,,Stranded,"Appeared sick or injured, possibly oiled",,,
790641,17-2026,9/26/2017 16:47,Common Murre or Guillemot,Pacific Wildlife Care,928 Pacific Blvd. Oceano CA,35.112538,-120.625783,Euthanized in 24hr,9/26/2017,,Stranded,weak,,,
732698,17-2113,9/25/2017 14:59,Common Murre or Guillemot,Native Animal Rescue,Manresa Beach La Selva Beach CA,36.937229,-121.862838,Pending,,,Stranded,Appeared sick or injured,,,
799159,17-2104,9/23/2017 14:10,Common Murre or Guillemot,Native Animal Rescue,Sunset State Beach Watsonville CA,36.886753,-121.832536,Pending,,,Stranded,Appeared sick or injured,,,
703958,17-2102,9/23/2017 14:05,Common Murre or Guillemot,Native Animal Rescue,Sunset State Beach Watsonville CA,36.886753,-121.832536,Died +24hr,9/25/2017,,Stranded,Not specified,,,
762722,17-2098,9/23/2017 13:49,Common Murre or Guillemot,Native Animal Rescue,South of Rio Del Mar Beach at timeline near creek Aptos CA,36.968963,-121.905972,Pending,,,Stranded,Appeared sick or injured,,,
790894,17-2028,9/27/2017 11:22,Common Murre or Guillemot,Pacific Wildlife Care,Beach at Morro Rock Morro Bay CA,35.369171,-120.85405,Euthanized in 24hr,9/27/2017,Adult,"Stranded, nutritional disease, petrochemical exposure","Oiled, beached","**integument**: OIled L axilla, L dorsum. ~6 cm x 6 cm area of burned/dead skin at site of contamination // **comments**: Poor prognosis given severity of skin burns // ","oiled, emaciated, large areas of burned skin",
790860,17-2027,9/27/2017 10:25,Common Murre or Guillemot,Pacific Wildlife Care,"on beach just north of MB North Point, Natural Area (Toro Lane) Morro Bay CA",,,Pending,,Adult,"Stranded, nutritional disease, petrochemical exposure","OIled, beached, bothered by dogs","**gastrointestinal**: droppings well formed // **integument**: molting primaries, tar on breast/L flank, no burns seen yet. A few lice // **hindlimb**: mild abrasions on legs and feet, 3 mm spot of dead tissue on webbing L d3-4 // **comments**: guarded prognosis given degree of emaciation/species // ","oiled, emaciated",
789441,17-2013,9/24/2017 12:12,Common Murre or Guillemot,Pacific Wildlife Care,"San Simeon Campground, South parking lot San Simeon CA",35.597319,-121.123904,Euthanized in 24hr,9/24/2017,Adult,"Stranded, nutritional disease, petrochemical exposure",Covered in oil,"**integument**: ~75% contaminated w/ tar, significant areas of burned skin on legs and axillae // **hindlimb**: tar on legs // **comments**: poor prognosis due to species, skin burns, degree of contamination and emaciation // ","oiled, skin burns, emaciated",
789420,17-2011,9/24/2017 11:50,Common Murre or Guillemot,Pacific Wildlife Care,1000 Bello Pismo CA,35.144569,-120.640666,Euthanized in 24hr,9/24/2017,Adult,Stranded,Bad wing,**integument**: palm-sized area of missing feathers R axilla // ,large area of missing feathers R axilla,
790212,17-3595,9/26/2017 9:13,Northern Band-tailed Pigeon or Band-tailed Pigeon,California Wildlife Center,463 Pennsfield Place Suite 206 Thousand Oaks CA,34.184706,-118.874556,Euthanized in 24hr,9/26/2017,Adult,Gastrointestinal disease,"found on balcony yesterday, below balcony today, did not look well, cannot fly",**head**: severe trich // ,Trich,
788795,17-3576,9/23/2017 18:33,Northern Band-tailed Pigeon or Band-tailed Pigeon,California Wildlife Center,4059 Valley Spring Dr Westlake Village CA,34.189517,-118.820088,Euthanized in 24hr,9/23/2017,Adult,Gastrointestinal disease,na,"**head**: Severe trich, in bone // ",,
787945,17-3569,9/23/2017 8:50,Northern Band-tailed Pigeon or Band-tailed Pigeon,California Wildlife Center,29033 Lake Vista Dr. Agoura Hills CA,34.109702,-118.755653,Died in 24hr,9/23/2017,Adult,"Gastrointestinal disease, neurologic disease","found on the ground, did not attempt to run or fly","**head**: dried blood at corner of mouth, suspect trich plaques in mouth // **hindlimb**: ataxic, HL weakness // ",,
684437,17-2014,9/26/2017 18:02,Rock Pigeon,SPCA for Monterey County,411 Eardley Avenue Pacific Grove CA,36.615414,-121.908993,Euthanized in 24hr,9/26/2017,Adult,Physical injury,injured leg,"**integument**: a few lice present // **hindlimb**: ~3 mm constriction wound midshaft R tarsometatarsus. R foot swollen/slightly dark // **comments**: Band which possibly caused wound removed by Master Bander @ ODSVRA prior to transport. Remaining yellow band on leg needs removal to avoid irritating wound site, did not remove @ initial exam due to bird's stress level. // ",constriction wound R tarsometatarsus,
790386,17-2835,9/26/2017 10:50,Rock Pigeon,WildCare,Safeway at B Street San Rafael CA,37.970282,-122.529233,Euthanized in 24hr,9/26/2017,Adult,Gastrointestinal disease,,"**comments**: Very prominent keel. Caseous material in mouth, choana. Marked swelling on roof of mouth to left of choana. Feces caked on left side of face, around cloaca. Green, purulent exudate OS.  // ",Trichomonas,
777619,17-4732,9/27/2017 13:31,Rock Pigeon,Wildlife Care Association of Sacramento,Somewhere in the base McClellan Park CA,,,Pending,,Adult,Gastrointestinal disease,"Appears sick or injured - couldn't fly, they don't know why, was found stuck behind a fence",**forelimb**: can't fly // ,Trichomonosis,
790839,17-4727,9/27/2017 9:58,Cooper's Hawk,Wildlife Care Association of Sacramento,2285 Auburn Rd Lincoln CA,38.997147,-121.244872,Pending,,Adult,"Neurologic disease, physical injury","Appears sick or injured and dog contact - Found laying on it's back, doesn't know what happened to it, some dogs found it and were licking it but she doesn't think they bit it",**cns**: head ticks // **comments**: Suspect rodenticide poisoning // ,tremors,
785987,17-4639,9/17/2017 14:00,Bryant's Fox Squirrel ,Wildlife Care Association of Sacramento,2548 Montgomerey Way Sacramento CA,38.546489,-121.480358,Euthanized in 24hr,9/17/2017,Adult,Neurologic disease,"Appears sick or injured, poisoned ","**head**: Rapid blinking, teeth chittering, foaming/ // **cns**: Tremors, shaking, reported seizing // **comments**: Suspected poisoning // ",Neurological disease: seizures,
656835,17-3542,9/19/2017 18:14,Bryant's Fox Squirrel ,California Wildlife Center,unknown Woodland Hills CA,,,Pending,,Juvenile,Neurologic disease,orphaned,**hindlimb**: Cannot get up on legs; lies on side // **comments**: Probably West Nile // ,,
786127,17-3517,9/17/2017 20:23,Bryant's Fox Squirrel ,California Wildlife Center,453 S. Curson Ave. L. A. CA,34.067247,-118.356563,Pending,,Juvenile,Neurologic disease,orphaned,**comments**: Bit me; resisted handling; tried to jump; couldn't; possible West Nile // ,,
733730,17-3516,9/17/2017 20:15,Bryant's Fox Squirrel ,California Wildlife Center,6117 Corbin Avenue Tarzana CA,34.181593,-118.562608,Pending,,Juvenile,Neurologic disease,orphaned,**comments**: Crawled around cage - possible West Nile? // ,,"For juveniles that have ""orphaned"" as an entry, but also have other reasons for admission/conditions/diagnoses, the other categories will be listed instead of ""orphaned"""
785957,17-3513,9/17/2017 14:04,Bryant's Fox Squirrel ,California Wildlife Center,Huntly and Sherwood West Hollywood CA,34.084897,-118.380674,Pending,,Juvenile,Neurologic disease,"just laying down, moving slowly ","**head**: Dirt in mouth.  Unable to hold up head. Nose stays on the floor // **cns**: FL weakness, unstable on feet // **forelimb**: FL weakness, L>R. Able to pull R arm into natural position.  L arm drags under body.  Unable to use arms to keep head up // **hindlimb**: Slight HL weakness // ",LF paralysis,
670428,17-4631,9/16/2017 16:14,Bryant's Fox Squirrel ,Wildlife Care Association of Sacramento,Wise rd and Gold Hill rd Lincoln CA,38.925303,-121.224727,Euthanized in 24hr,9/16/2017,Juvenile,Neurologic disease,"Appears sick or injured, maybe something wrong with left side","**head**: Eyes crusted closed, head oddly swollen or mal-developed  // **cns**: Leans to the left, only backs up. Twists head to L // **comments**: Suspect WNV // ",Neurological disease: torticollis,
656988,17-3550,9/20/2017 14:12,Red-tailed Hawk or Harlan's Hawk,California Wildlife Center,found in 90068 area n/a CA,46.320154,-79.407255,Pending,,Juvenile,Neurologic disease,unable to fly,**cns**: falls back/ hock sits // **integument**: feces contaminant on tail feather // **body**: general weakness // **hindlimb**: Hock sitting // ,,
785968,17-1977,9/17/2017 13:19,Red-tailed Hawk or Harlan's Hawk,Pacific Wildlife Care,Las Tablas+Booker Rd Templeton CA,35.553953,-120.714646,Died in 24hr,9/17/2017,Juvenile,"Neurologic disease, ocular disease","standing on side of road, not moving","**head**: dirt in mouth. Ulcer R cornea. Pupils pinning // **cns**: Mild intermittent head tremor, lethargic // **integument**: lice // **comments**: from area where several birds of prey with similar symptoms received from recently // ",possible toxicity,
